country,director,genre,rating,title,year
Чили,Матиас Бисе,драматический фильм,6.7,Жизнь рыб,2010
СССР,Владимир Басов,драма,6.1,Жизнь прошла мимо,1959
Российская империя,Евгений Бауэр,драма,,Злая ночь,1914
Франция,Эмманюэль Берко,"роуд-муви, драматический фильм, 1, 2, комедийный фильм, 1, 2",6.4,За сигаретами,2013
"США, Люксембург",Рассел Малкэхи,"военный фильм, драматический фильм",7.0,Забытая рота,2001
США,Джеймс Кич,"боевик, военный, детектив",6.0,Забытые,26 апреля 1989
"США, Канада, Индонезия","Саймон Барретт, Адам Вингард, Гарет Эванс","ужасы, псевдодокументальный фильм",6.0,З/Л/О 2,2013
США,Ларри Коэн,фильм ужасов,4.3,Жребий Салема 2: Возвращение в Салем,1987
Польша,"Конрад Том, Ян Фетке",комедия,7.0,Забытая мелодия,1938
СССР,Эльдар Рязанов,"сатирическая комедия, психологическая драма",7.5,Забытая мелодия для флейты,1987
Канада,Ришар Буте,исторический документально-художественный,7.1,Забытая война,1987
"Россия, Италия",Александр Косарев,"криминальный фильм, мелодрама",4.4,Заложники «Дьявола»,1993
СССР,Владимир Лаптев,Историко-биографический,4.3,Залив счастья,1987
"СССР, Чехословакия","Александр Карпов, Мартин Тяпак",фильм,6.2,Завтра будет поздно…,1972
США,Мэгги Гринволд,Драма,6.5,Залог семейного счастья, ( 2001-01-22 )
"Великобритания, Нидерланды, 2",Паула ван дер Уст,триллер,4.5,Залив тишины,18 августа 2020 24 сентября 2020 25 июля 2020 1
Аргентина,Луис Сесар Амадори,"мелодрама, экранизация",5.5,Запретная любовь,1958
СССР,Юнус Юсупов,"боевик, драма",5.9,Заложник,1983
"Германия, США",Флоран Эмилио Сири,"триллер, драма",6.5,Заложник,2005
США,Джонатан Фрэйкс,научная фантастика,7.6,Звёздный путь: Первый контакт,1996
"США, Бразилия",Фернанду Гроштейн Андради,комедийный фильм,6.2,Запретная кухня,2019
Россия,Алексей Погребной,"документальный фильм, драма",,"Извините, что живу…",2002
США,Стюарт Хейслер,"Драма, Мелодрама",7.0,Звезда,1952
СССР,Александр Митта,киноповесть,7.4,"Звонят, откройте дверь",1965
Исландия,Джо Пенна,"приключения, драма",6.8,Затерянные во льдах,2018
СССР,"Гига Лордкипанидзе, Амиран Дарсавелидзе",драма,8.0,Здравствуйте все!,1980
США,Дариус Мардер,драматический фильм,7.7,Звук металла,2019
США,Зал Батманглидж,"Научно-фантастический фильм, Психологический триллер",6.6,Звук моего голоса,2011
Россия,Сергей Нурмамед,документальный фильм,7.7,Зворыкин-Муромец,2010
США,Майкл Тыбурский,Драма,5.7,«Звук тишины»,26 января 2019 13 сентября 2019
